name	city	id_staz	id_reg	lat	lon	name_raw
Lido di Classe-Lido di Savio		S05813	8	44.314546	12.292722	LIDO DI CLASSE-LIDO DI SAVIO
Lido di Lavinio		S08708	5	41.500599	12.625926	LIDO DI LAVINIO
Lido di Turbigo		N00052				LIDO DI TURBIGO
Lierna		S01413	1	45.960973	9.303071	LIERNA
Limone		S00617	3	44.203799	7.577912	LIMONE
Lioni		S09616	18	40.874869	15.186324	LIONI
Lioni Valle delle Viti		S09628	18	40.887025	15.215936	LIONI VALLE DELLE VITI
Liside		S11124				LISIDE
Lisiera		S02530	12	45.578581	11.610695	LISIERA
Lison		S02663	12	45.751947	12.759416	LISON
Lissone-Muggio'		S01321	1	45.60592	9.235368	LISSONE-MUGGIO'
Livorno Centrale	Livorno	S06725	13	43.55406	10.336593	LIVORNO CENTRALE
Livorno Ferraris	Livorno	S00237	3	45.283402	8.073493	LIVORNO FERRARIS
Loano		S04519	2	44.122429	8.254523	LOANO
Locate Triulzi		S01801	1	45.35973	9.221398	LOCATE TRIULZI
Locate V.- Carbonate		N00017				LOCATE V.- CARBONATE
Locri		S11851	17	38.233154	16.264787	LOCRI
Lodi		S01825	1	45.308966	9.497585	LODI
Lomazzo		N00036				LOMAZZO
Lomello		S00405	1	45.117276	8.799121	LOMELLO
Lonato		S02083	1	45.457204	10.486714	LONATO
Longarone Zoldo		S02556	12	46.267466	12.301953	LONGARONE ZOLDO
Longobardi		S11742	17	39.211493	16.061261	LONGOBARDI
Lonigo		S02441	12	45.413269	11.345016	LONIGO
Loreo		S05423	12	45.059476	12.191569	LOREO
Loreto		S07503	11	43.448376	13.620455	LORETO
Lucca	Lucca	S06404	13	43.837186	10.506069	LUCCA
Lucignano - Marciano - Pozzo		S06069				LUCIGNANO - MARCIANO - POZZO
Lugo		S05951	8	44.414106	11.914723	LUGO
Luino		S01113	1	45.996643	8.737464	LUINO
Lumignacco		S03125	10	45.999177	13.250841	LUMIGNACCO
Lungavilla		S01806	1	45.049837	9.068968	LUNGAVILLA
Lunghezza		S08503	5	41.923253	12.667212	LUNGHEZZA
Luni		S06003				LUNI
Luogosano		S09606	18	40.980381	14.994305	LUOGOSANO
Luserna S. Giovanni		S00523	3	44.815842	7.246902	LUSERNA S. GIOVANNI
Lyon St Exupery		S76290				LYON ST EXUPERY
L'Aquila		S07414	19	42.351055	13.384959	L'AQUILA
Milano Centrale	Milano	S01700	1	45.486347	9.204528	MILANO CENTRALE
Maccagno		S13653				MACCAGNO
Maccarese		S08020	5	41.879372	12.23695	MACCARESE
Macerata		S07307	11	43.293094	13.455172	MACERATA
Macerata Fontescodella		S07313	11	43.291569	13.44048	MACERATA FONTESCODELLA
Macherio Sovico		S01500	1	45.642485	9.266895	MACHERIO SOVICO
Macherio-Canonica		S01484	1	45.645533	9.286736	MACHERIO-CANONICA
Macomer		S12869	20	40.267899	8.772279	MACOMER
Maddalene		S00607	3	44.518734	7.648022	MADDALENE
Maddaloni Inferiore		S09212	18	41.035954	14.380504	MADDALONI INFERIORE
Maddaloni Superiore		S09303	18	41.048567	14.396055	MADDALONI SUPERIORE
Madignano		S01610	1	45.34383	9.730179	MADIGNANO
Madonna del Piano		S08108	5	42.259963	12.166357	MADONNA DEL PIANO
Madonna del Pilone		S00820	3	44.695347	7.747639	MADONNA DEL PILONE
Madonna della Scala		S00501	3	44.993686	7.780994	MADONNA DELLA SCALA
Madonna delle Grazie		S09773				MADONNA DELLE GRAZIE
Madonna di Campagna		S00083				MADONNA DI CAMPAGNA
Madonna di Castro		S12853	20	40.672018	9.046014	MADONNA DI CASTRO
Maerne di Martellago		S02512	12	45.514799	12.150629	MAERNE DI MARTELLAGO
Magenta		S01040	1	45.468204	8.880633	MAGENTA
Magione		S07002	6	43.137356	12.202238	MAGIONE
Magliana		S08404	5	41.834235	12.431017	MAGLIANA
Magliano Crava Morozzo		S00951	3	44.445259	7.777852	MAGLIANO CRAVA MOROZZO
Magna Grecia		S11042				MAGNA GRECIA
Magnacavallo		S05159				MAGNACAVALLO
Magre'- Cortaccia		S02033	9	46.287976	11.232646	MAGRE'- CORTACCIA
Majano		S03051	10	46.219372	13.066308	MAJANO
Maleo		S01910	1	45.170118	9.755201	MALEO
Malles Venosta		S02200	9	46.684542	10.546445	MALLES VENOSTA
Malnate		N00023				MALNATE
Malonno		N00233				MALONNO
Malpensa		S01139				MALPENSA
Maltignano del Tronto		S07555	11	42.844918	13.664738	MALTIGNANO DEL TRONTO
Manarola		S04735	2	44.109904	9.727401	MANAROLA
Mandatoriccio Campana		S11817	17	39.525442	16.893125	MANDATORICCIO CAMPANA
Mandela-Sambuci		S08512	5	42.016212	12.921976	MANDELA-SAMBUCI
Mandello del Lario		S01415	1	45.915208	9.322061	MANDELLO DEL LARIO
Mandolossa		N00203				MANDOLOSSA
Mandras		S12898				MANDRAS
Manerbio		S01902	1	45.357212	10.132348	MANERBIO
Manfredonia		S11054	16	41.623046	15.908142	MANFREDONIA
Maniago		S03084	10	46.170057	12.714527	MANIAGO
Manoppello		S07710	19	42.305848	14.061057	MANOPPELLO
Manta		S00700	3	44.620887	7.494166	MANTA
Mantova		S02336	1	45.158746	10.783165	MANTOVA
Mantova Frassine		S02380	1	45.150491	10.831007	MANTOVA FRASSINE
Manzano		S03030	10	45.98811	13.375016	MANZANO
Manziana-Canale Monterano		S08314	5	42.128246	12.134934	MANZIANA-CANALE MONTERANO
Marano		S02142	12	45.706864	11.4246	MARANO
Marano Ticino		S00983	3	45.629485	8.626172	MARANO TICINO
Maratea		S11723	15	39.995028	15.70975	MARATEA
Marausa		S12104	14	37.92647	12.504113	MARAUSA
Marcaria		S01921	1	45.124518	10.533651	MARCARIA
Marcellina Verbicaro Orsomarso		S11728	17	39.766974	15.822665	MARCELLINA VERBICARO ORSOMARSO
Marcellina-Palombara		S08507	5	41.999609	12.79134	MARCELLINA-PALOMBARA
Marcellinara		S11953	17	38.923103	16.466939	MARCELLINARA
Marcianise		S09301	18	41.03596	14.287658	MARCIANISE
Marconi		S11121				MARCONI
Marconia		S11800	15	40.316896	16.752317	MARCONIA
Marechiaro		S08716	5	41.470762	12.6123	MARECHIARO
Margarita		S00902	3	44.380082	7.685738	MARGARITA
Margherita di Sav./Ofantino		S11107	16	41.343	16.136024	MARGHERITA DI SAV./OFANTINO
Mariano Comense		S01089	1	45.693622	9.18147	MARIANO COMENSE
Marianopoli		S12234	14	37.623011	13.898901	MARIANOPOLI
Marigliano		S09750	18	40.923733	14.460435	MARIGLIANO
Marina di Cerveteri		S08022	5	41.979133	12.047924	MARINA DI CERVETERI
Marina di Maratea		S11724	15	39.959512	15.735953	MARINA DI MARATEA
Marina di San Lorenzo		S11862	17	37.919844	15.826365	MARINA DI SAN LORENZO
Marinella		S12854	20	40.999129	9.55362	MARINELLA
Marino		S08701	5	41.768961	12.655994	MARINO
Marino del Tronto Folignano		S07556	11	42.844346	13.632995	MARINO DEL TRONTO FOLIGNANO
Marlengo		S02214	9	46.664558	11.138577	MARLENGO
Marmore		S07401	6	42.547499	12.715224	MARMORE
Marone - Zone		N00214				MARONE - ZONE
Marotta Mondolfo		S07107	11	43.769748	13.137273	MAROTTA MONDOLFO
Marradi		S06610	13	44.07973	11.619174	MARRADI
Marrubiu Terralba Arborea		S12879	20	39.75293	8.641144	MARRUBIU TERRALBA ARBOREA
Marsala		S12107	14	37.793514	12.443174	MARSALA
Marzabotto		S05105	8	44.341237	11.207351	MARZABOTTO
Marzamemi		S12444	14	36.7309	15.111238	MARZAMEMI
Marzocca		S07109	11	43.677362	13.287922	MARZOCCA
Mascali		S12323	14	37.765403	15.1942	MASCALI
Maschio		S04811	2	44.326605	8.436686	MASCHIO
Masi Torello		S05171				MASI TORELLO
Massa Centro		S06009	13	44.023741	10.136041	MASSA CENTRO
Massafiscaglia		S05179				MASSAFISCAGLIA
Massafra		S11510	16	40.582968	17.107899	MASSAFRA
Massalombarda		S05952	8	44.448948	11.828068	MASSALOMBARDA
Massarosa Bozzano		S06350	13	43.855652	10.352022	MASSAROSA BOZZANO
Matelica		S07301	11	43.25394	13.01509	MATELICA
Mathi		S00093				MATHI
Matrei		S02263				MATREI
Matrice Montagano		S09461	7	41.621321	14.699561	MATRICE MONTAGANO
Mattarello		S02040				MATTARELLO
Mazara del Vallo		S12110	14	37.652448	12.594565	MAZARA DEL VALLO
Meda		S01087				MEDA
Mede		S00406	1	45.095009	8.742594	MEDE
Medesano		S06102	8	44.749265	10.140335	MEDESANO
Meduno		S03082	10	46.200678	12.80282	MEDUNO
Meina		S01019	3	45.794389	8.535452	MEINA
Melano Marischio		S07065	11	43.345046	12.858866	MELANO MARISCHIO
Mele		S04106	2	44.472797	8.733953	MELE
Melegnano		S01822	1	45.356321	9.319271	MELEGNANO
Melfi		S11206	15	40.989871	15.646895	MELFI
Melito di Porto Salvo		S11863	17	37.916732	15.780816	MELITO DI PORTO SALVO
Melzo		S01705	1	45.502191	9.420653	MELZO
Melzo Scalo		S02215				MELZO SCALO
Memmenano		S06075				MEMMENANO
Menton		S75648				MENTON
Meolo		S02668	12	45.61319	12.453969	MEOLO
Merana		S00875	3	44.519368	8.298327	MERANA
Merano		S02216	22	46.673066	11.148978	MERANO
Merano Maia Bassa		S02217	9	46.656202	11.147931	MERANO MAIA BASSA
Mercato San Severino		S09706	18	40.783095	14.759749	MERCATO SAN SEVERINO
Mercenasco		S00156	3	45.353436	7.886405	MERCENASCO
Mergozzo		S01012	3	45.961303	8.440881	MERGOZZO
Merone		S01454	1	45.781374	9.243772	MERONE
Mesagne		S11607	16	40.563203	17.802082	MESAGNE
Messina Centrale	Messina	S12301	14	38.184975	15.561278	MESSINA CENTRALE
Messina Marittima	Messina	S12300	14	38.14988	15.534997	MESSINA MARITTIMA
Mestrino		S02580	12	45.457878	11.773859	MESTRINO
Metaponto		S11461	15	40.368496	16.815176	METAPONTO
Mezzani Rondani		S01851	8	44.966764	10.398818	MEZZANI RONDANI
Mezzano		S05810	8	44.463	12.098501	MEZZANO
Mezzocorona		S02035	9	46.207258	11.128595	MEZZOCORONA
Mi P. Gar.sott.		S01647	1	45.484228	9.185122	MI P. GAR.SOTT.
Mi.p. Genova		S01631	1	45.453379	9.169303	MI.P. GENOVA
Migliarino		S05176				MIGLIARINO
Migliaro		S05178				MIGLIARO
Mignanego		S04212	2	44.539031	8.929951	MIGNANEGO
Mignano di Monte Lungo		S09201	18	41.407585	13.986672	MIGNANO DI MONTE LUNGO
Milano Affori	Milano	S01078				MILANO AFFORI
Milano Bovisa Fnm	Milano	S01642	1	45.502993	9.159235	MILANO BOVISA FNM
Milano Bruzzano	Milano	S01079				MILANO BRUZZANO
Milano Certosa	Milano	S01640	1	45.507019	9.133863	MILANO CERTOSA
Milano Dateo	Milano	S01650	1	45.462341	9.209277	MILANO DATEO
Milano Farini	Milano	S01644				MILANO FARINI
Milano Greco Pirelli	Milano	S01326	1	45.51272	9.214456	MILANO GRECO PIRELLI
Milano Lambrate	Milano	S01701	1	45.484933	9.237333	MILANO LAMBRATE
Milano Lancetti	Milano	S01643	1	45.492632	9.175832	MILANO LANCETTI
Milano Nord Cadorna	Milano	S01066				MILANO NORD CADORNA
Milano Nord Domodossola	Milano	S01067				MILANO NORD DOMODOSSOLA
Milano Nord Quarto Oggiaro	Milano	S01069				MILANO NORD QUARTO OGGIARO
Milano Porta Garibaldi	Milano	S01645	1	45.484917	9.187683	MILANO PORTA GARIBALDI
Milano Porta Romana	Milano	S01632	1	45.445844	9.213128	MILANO PORTA ROMANA
Milano Porta Vittoria	Milano	S01633	1	45.459579	9.21813	MILANO PORTA VITTORIA
Milano Repubblica	Milano	S01648				MILANO REPUBBLICA
Milano Rogoredo	Milano	S01820	1	45.433866	9.2391	MILANO ROGOREDO
Milano Romolo	Milano	S01032	1	45.445008	9.168933	MILANO ROMOLO
Milano S. Cristoforo	Milano	S01630	1	45.442404	9.130258	MILANO S. CRISTOFORO
Milano Venezia	Milano	S01649	1	45.471121	9.201889	MILANO VENEZIA
Milano Villapizzone	Milano	S01639				MILANO VILLAPIZZONE
Milazzo		S12042	14	38.21195	15.244203	MILAZZO
Mileto		S11790	17	38.577082	16.060041	MILETO
Militello		S12276	14	37.277194	14.78317	MILITELLO
Mimmole		S06954	13	43.858111	11.265292	MIMMOLE
Mineo		S12275	14	37.24572	14.756907	MINEO
Minervino Murge		S11403	16	41.081788	16.074974	MINERVINO MURGE
Minturno		S09150	5	41.257621	13.720664	MINTURNO
Minucciano - Pieve - Casola		S06227	13	44.194385	10.193837	MINUCCIANO - PIEVE - CASOLA
Mira Mirano		S02588	12	45.462943	12.118789	MIRA MIRANO
Miradolo Terme		S01867	1	45.162007	9.449952	MIRADOLO TERME
Miramare		S03311				MIRAMARE
Mirandola		S05311	8	44.891638	11.111689	MIRANDOLA
Mirto Crosia		S11814	17	39.604876	16.777366	MIRTO CROSIA
Misano Adriatico		S07119	8	43.977493	12.697121	MISANO ADRIATICO
Modane		S00201				MODANE
Modane Fx		S00190				MODANE FX
Modena	Modena	S05032	8	44.654461	10.930373	MODENA
Modica		S12417	14	36.8529	14.754255	MODICA
Modugno		S11500				MODUGNO
Modugno Citta'		S11515	16	41.086437	16.779596	MODUGNO CITTA'
Mogliano Veneto		S02717	12	45.561964	12.23274	MOGLIANO VENETO
Moiana		S01456	1	45.787082	9.255607	MOIANA
Moimacco		S03058				MOIMACCO
Mojo-Alcantara Malvagna		S12363	14	37.896949	15.050228	MOJO-ALCANTARA MALVAGNA
Mola di Bari		S11127	16	41.057227	17.080919	MOLA DI BARI
Molare		S04102	3	44.621975	8.609904	MOLARE
Molfetta		S11114	16	41.196008	16.596793	MOLFETTA
Molina Castel Vecchio Subaqueo		S07424	19	42.143476	13.739644	MOLINA CASTEL VECCHIO SUBAQUEO
Molino del Pallone		S05112	8	44.100128	10.961252	MOLINO DEL PALLONE
Molteno		S01458	1	45.780939	9.301683	MOLTENO
Mombaldone Roccaverano		S00873	3	44.569891	8.332781	MOMBALDONE ROCCAVERANO
Mombaruzzo		S00808	3	44.76235	8.441006	MOMBARUZZO
Momo		S00019	3	45.574646	8.55689	MOMO
Monasterace Stilo		S11844	17	38.437591	16.574444	MONASTERACE STILO
Monastero Pratavecchi		S00721	3	44.484517	7.44679	MONASTERO PRATAVECCHI
Moncalieri		S00453	3	44.998187	7.678027	MONCALIERI
Moncalieri Sangone		S00510	3	45.000393	7.667991	MONCALIERI SANGONE
Moncalvo		S00340	3	45.059463	8.261905	MONCALVO
Monchiero Dogliani		S00735	3	44.571815	7.917635	MONCHIERO DOGLIANI
Mondovi'		S00952	3	44.398255	7.816339	MONDOVI'
Moneglia		S04727	2	44.242449	9.486957	MONEGLIA
Monfalcone		S03310	10	45.807683	13.542929	MONFALCONE
Mongardino		S00801	3	44.84161	8.207411	MONGARDINO
Mongrassano Cervicati		S11905	17	39.538462	16.222511	MONGRASSANO CERVICATI
Monguelfo Valle di Casies		S02111	9	46.752775	12.107264	MONGUELFO VALLE DI CASIES
Monopoli		S11129	16	40.952017	17.292455	MONOPOLI
Monsampolo del Tronto		S07553	11	42.881488	13.803569	MONSAMPOLO DEL TRONTO
Monselice		S05703	12	45.246116	11.74789	MONSELICE
Montagnana		S02392	12	45.228238	11.459873	MONTAGNANA
Montaguto Panni		S09319	18	41.235362	15.235132	MONTAGUTO PANNI
Montale Agliana		S06415	13	43.912924	11.008309	MONTALE AGLIANA
Montallese		S06856	13	43.064888	11.90928	MONTALLESE
Montalto di Castro		S08008	5	42.334623	11.595085	MONTALTO DI CASTRO
Montalto Dora		S00153	3	45.490309	7.858986	MONTALTO DORA
Montalto Rose		S11908	17	39.407213	16.247291	MONTALTO ROSE
Montanaro		S00160	3	45.232674	7.858331	MONTANARO
Monte Amiata		S06818				MONTE AMIATA
Monte Antico		S06820	13	42.981054	11.359819	MONTE ANTICO
Monte Arcau		S12973	20	39.244501	8.543347	MONTE ARCAU
Monte Giordano		S11805	17	40.040812	16.597907	MONTE GIORDANO
Monte Melino		S07014	6	43.106303	12.249698	MONTE MELINO
Monte S. Savino		S06068				MONTE S. SAVINO
Monte S. Biagio		S08605	5	41.345967	13.347037	MONTE S. BIAGIO
Montebello		S02443	12	45.45251	11.390803	MONTEBELLO
Montebelluna		S02570	12	45.776434	12.054	MONTEBELLUNA
Montecalvo Buonalbergo Casalb.		S09315	18	41.2211	14.9795	MONTECALVO BUONALBERGO CASALB.
Montecarlo San Salvatore		S06408	13	43.850798	10.68537	MONTECARLO SAN SALVATORE
Montecarotto Castelbellino		S07203	11	43.500005	13.1481	MONTECAROTTO CASTELBELLINO
Montecatini Centro		S06412	13	43.881216	10.77081	MONTECATINI CENTRO
Montecatini Terme		S06411	13	43.879327	10.780588	MONTECATINI TERME
Montechiaro Denice		S00872	3	44.600827	8.352185	MONTECHIARO DENICE
Montechiaro d'Asti		S00428	3	44.999849	8.10982	MONTECHIARO D'ASTI
Montecorvino		S09822	18	40.617439	14.944628	MONTECORVINO
Montecosaro		S07310	11	43.289297	13.646378	MONTECOSARO
Montefalcione		S09602	18	40.951114	14.886432	MONTEFALCIONE
Montefiascone		S08303	5	42.520268	12.050448	MONTEFIASCONE
Montefredane		S09529	18	40.951143	14.827771	MONTEFREDANE
Montegrosso		S00803	3	44.818465	8.239171	MONTEGROSSO
Monteiasi		S11601	16	40.523852	17.361457	MONTEIASI
Montella		S09612	18	40.845175	15.032758	MONTELLA
Montello Gorlago		S01535	1	45.67017	9.808488	MONTELLO GORLAGO
Montelupo Capraia		S06511	13	43.733357	11.018997	MONTELUPO CAPRAIA
Montemaggiore		S12203	14	37.859037	13.693193	MONTEMAGGIORE
Montemarano		S09610	18	40.900728	15.039506	MONTEMARANO
Montemarciano		S07110	11	43.651397	13.346478	MONTEMARCIANO
Montemiletto		S09603	18	40.993606	14.920685	MONTEMILETTO
Montenero Petacciato		S07825	7	42.033286	14.851015	MONTENERO PETACCIATO
Montepaone - Montauro		S11836	17	38.728548	16.541944	MONTEPAONE - MONTAURO
Montepescali		S06038	13	42.869518	11.068743	MONTEPESCALI
Monteprandone		S07554	11	42.894183	13.849996	MONTEPRANDONE
Montepulciano		S06855	13	43.135353	11.856865	MONTEPULCIANO
Montereale Valcellina		S03085	10	46.148009	12.658923	MONTEREALE VALCELLINA
Monteroduni		S09057	7	41.528345	14.156514	MONTERODUNI
Monteroni d'Arbia		S06871	13	43.230036	11.419662	MONTERONI D'ARBIA
Monterosso		S04732	2	44.145967	9.649009	MONTEROSSO
Monterosso Marche		S07062	11	43.462227	12.818339	MONTEROSSO MARCHE
Monterotondo		S08215	5	42.06409	12.595753	MONTEROTONDO
Montesano Buonabitacolo		S09909	18	40.286725	15.653794	MONTESANO BUONABITACOLO
Montesanto		S05801	8	44.732964	11.73652	MONTESANTO
Montesilvano		S07808	19	42.515766	14.152567	MONTESILVANO
Monteu da Po		S00422	3	45.158353	8.022925	MONTEU DA PO
Montevarchi Terranuova		S06910	13	43.525165	11.563983	MONTEVARCHI TERRANUOVA
Monteverde		S09624	15	40.967691	15.568502	MONTEVERDE
Monti Telti		S12857	20	40.829632	9.322814	MONTI TELTI
Monticchio		S09622	15	40.923923	15.539231	MONTICCHIO
Monticelli d'Ongina		S01971	8	45.075666	9.949036	MONTICELLI D'ONGINA
Monticello d'Alba		S00823	3	44.703736	7.965002	MONTICELLO D'ALBA
Montiglio Murisengo		S00426	3	45.067664	8.106913	MONTIGLIO MURISENGO
Montirone		S01840	1	45.451352	10.239482	MONTIRONE
Montjovet		S00144	4	45.704586	7.666871	MONTJOVET
Montoro Forino		S09518	18	40.819987	14.757381	MONTORO FORINO
Montoro Superiore		S09517	18	40.831616	14.80217	MONTORO SUPERIORE
Montorsi		S09528	18	41.080487	14.786519	MONTORSI
Montorsoli		S06601	13	43.881903	11.265484	MONTORSOLI
Montreux		S01235				MONTREUX
Monza	Monza	S01322	1	45.577789	9.273253	MONZA
Monza Sobborghi	Monza	S01480	1	45.582082	9.284375	MONZA SOBBORGHI
Monzone-M. dei Banchi-Isolano		S06225	13	44.165637	10.123827	MONZONE-M. DEI BANCHI-ISOLANO
Monzuno		S05132	8	44.322277	11.262082	MONZUNO
Morano sul Po		S00177	3	45.170793	8.366168	MORANO SUL PO
Morbegno		S01425	1	46.136663	9.568646	MORBEGNO
Morcone		S09503	18	41.340445	14.677658	MORCONE
Morengo Bariano		S01710	1	45.521639	9.703114	MORENGO BARIANO
Mores Ittireddu		S12864	20	40.555954	8.875838	MORES ITTIREDDU
Moretta		S00544	3	44.765514	7.530303	MORETTA
Morgex		S00131	4	45.757055	7.033898	MORGEX
Mori		S02046	9	45.861216	11.002648	MORI
Mornago Cimbro		S01144	1	45.729742	8.734193	MORNAGO CIMBRO
Morolo		S08660	5	41.667018	13.194557	MOROLO
Morosolo - Casciago		N00026				MOROSOLO - CASCIAGO
Morra De Sanctis Teora		S09617	18	40.890563	15.239328	MORRA DE SANCTIS TEORA
Morrea-Castronovo-Rendinara		S08813				MORREA-CASTRONOVO-RENDINARA
Morrovalle Monte S. Giusto		S07309	11	43.279189	13.58285	MORROVALLE MONTE S. GIUSTO
Mortara		S00034	1	45.252171	8.731639	MORTARA
Mosciano S. Angelo		S07904	19	42.710309	13.908563	MOSCIANO S. ANGELO
Mossa		S03302	10	45.935114	13.547281	MOSSA
Motta Camastra		S12360	14	37.890651	15.163764	MOTTA CAMASTRA
Motta di Livenza		S02767	12	45.779114	12.607118	MOTTA DI LIVENZA
Motta S. Damiano		S01862	1	45.178344	9.219866	MOTTA S. DAMIANO
Motta San Giovanni Lazzaro		S11865	17	37.976978	15.659977	MOTTA SAN GIOVANNI LAZZARO
Motteggiana		S02339	1	45.029685	10.755439	MOTTEGGIANA
Mozia-Birgi		S12105	14	37.884956	12.499016	MOZIA-BIRGI
Mozzate		N00016				MOZZATE
Mozzecane		S02332	12	45.306687	10.823657	MOZZECANE
Mulinetti		S04713	2	44.362614	9.129499	MULINETTI
Muratella		S08400	5	41.826182	12.412696	MURATELLA
Murlo		S06876	13	43.11398	11.400394	MURLO
Musei		S12953	20	39.28837	8.676528	MUSEI
Musiano-Pian di Macina		S05139	8	44.402423	11.344912	MUSIANO-PIAN DI MACINA
Mussotto		S00824	3	44.713227	8.015194	MUSSOTTO
Muzzana del Turgnano		S03204	10	45.816817	13.132376	MUZZANA DEL TURGNANO
Napoli Centrale	Napoli	S09218	18	40.852933	14.272908	NAPOLI CENTRALE
Nagykanizsa		S03624				NAGYKANIZSA
Napoli Campi Flegrei	Napoli	S09103	18	40.822462	14.194649	NAPOLI CAMPI FLEGREI
Napoli Gianturco	Napoli	S09110	18	40.853959	14.288213	NAPOLI GIANTURCO
Napoli Mergellina	Napoli	S09105	18	40.831531	14.218662	NAPOLI MERGELLINA
Napoli Montesanto	Napoli	S09107	18	40.847807	14.244022	NAPOLI MONTESANTO
Napoli Piazza Garibaldi	Napoli	S09109	18	40.852326	14.275159	NAPOLI PIAZZA GARIBALDI
Napoli Piazza Leopardi	Napoli	S09104	18	40.82397	14.199117	NAPOLI PIAZZA LEOPARDI
Napoli S. Giov.barra	Napoli	S09800	18	40.831269	14.307811	NAPOLI S. GIOV.BARRA
Napoli Scalo Merci	Napoli	S09010				NAPOLI SCALO MERCI
Napoli Traccia	Napoli	S09220				NAPOLI TRACCIA
Narni Amelia		S07230	6	42.53128	12.519592	NARNI AMELIA
Narzole		S00734	3	44.598377	7.881597	NARZOLE
Nasisi		S11600	16	40.50791	17.257802	NASISI
Naturno		S02211	9	46.645095	11.004303	NATURNO
Navacchio		S06502	13	43.685941	10.486806	NAVACCHIO
Neive		S00827	3	44.723048	8.121071	NEIVE
Nera Montoro		S07229	6	42.497855	12.476587	NERA MONTORO
Nettuno		S08710	5	41.459558	12.662123	NETTUNO
Niardo - Losine		N00227				NIARDO - LOSINE
Nibbia		S00976	3	45.481363	8.557993	NIBBIA
Nichelino		S00511	3	44.99132	7.642068	NICHELINO
Nicorvo		S00273	1	45.275462	8.6712	NICORVO
Nicotera		S11764	17	38.549328	15.933749	NICOTERA
Niella		S00739	3	44.415377	7.926365	NIELLA
Niscemi		S12392	14	37.145	14.403471	NISCEMI
Nizza di Sicilia		S12311	14	37.996937	15.412334	NIZZA DI SICILIA
Nizza Monferrato		S00834	3	44.772905	8.361146	NIZZA MONFERRATO
Noale Scorze'		S02510	12	45.553833	12.074888	NOALE SCORZE'
Nocera Inferiore		S09814	18	40.745318	14.635346	NOCERA INFERIORE
Nocera Inferiore Mercato		S09709	18	40.745668	14.649129	NOCERA INFERIORE MERCATO
Nocera Superiore		S09815	18	40.742597	14.672398	NOCERA SUPERIORE
Nocera Tirinese		S11746	17	39.015913	16.119677	NOCERA TIRINESE
Nocera Umbra		S07213	6	43.100663	12.767207	NOCERA UMBRA
Noceto		S06101	8	44.809934	10.147258	NOCETO
Nogara		S05310	12	45.179937	11.070572	NOGARA
Nola		S09700	18	40.923652	14.525004	NOLA
Nola Interporto		S09699				NOLA INTERPORTO
Nole		S00091				NOLE
None		S00513	3	44.938011	7.540068	NONE
Notaresco		S07903	19	42.706502	13.876365	NOTARESCO
Noto		S12424	14	36.88247	15.074523	NOTO
Noto Bagni		S12446				NOTO BAGNI
Nova Gorica		S03303				NOVA GORICA
Nova Siri Rotondella		S11803	15	40.130311	16.644044	NOVA SIRI ROTONDELLA
Novara	Novara	S00248	3	45.451376	8.624895	NOVARA
Novara Ferrovia Nord Milano	Novara	S00023				NOVARA FERROVIA NORD MILANO
Novara Montalbano Furnari	Novara	S12039	14	38.121516	15.130702	NOVARA MONTALBANO FURNARI
Novara Nord	Novara	N00055				NOVARA NORD
Novate Milanese		S01070				NOVATE MILANESE
Novate-Mezzola		S01403	1	46.216595	9.446573	NOVATE-MEZZOLA
Nove		S02734	12	46.050895	12.313312	NOVE
Novi Ligure		S04203	3	44.762521	8.787289	NOVI LIGURE
Nozzano		S06351	13	43.829956	10.40716	NOZZANO
Nucetto		S00920	3	44.338871	8.061386	NUCETTO
Nuovo Salario		S08231	5	41.956195	12.510317	NUOVO SALARIO
Nus		S00140	4	45.738786	7.4712	NUS
Nusco		S09614	18	40.872272	15.095642	NUSCO
Occhiobello		S05710	12	44.899384	11.621197	OCCHIOBELLO
Oderzo		S02765	12	45.775304	12.49293	ODERZO
Officine G. R. Saline Joniche		S11968				OFFICINE G.R. SALINE JONICHE
Offida Castel di Lama		S07551	11	42.862074	13.720285	OFFIDA CASTEL DI LAMA
Oggiono		S01460	1	45.788993	9.33748	OGGIONO
Olbia		S12855	20	40.924595	9.498293	OLBIA
Olbia Marittima Isola Bianca		S12901	20	40.922597	9.523706	OLBIA MARITTIMA ISOLA BIANCA
Olcenengo		S00244	3	45.34147	8.310096	OLCENENGO
Olcio		S01414	1	45.938011	9.313898	OLCIO
Oleggio		S00984	3	45.598029	8.632586	OLEGGIO
Olevano		S00036	1	45.212119	8.71182	OLEVANO
Olgiata		S08333	5	42.01538	12.363864	OLGIATA
Olgiate-Calco-Brivio		S01514	1	45.729166	9.40377	OLGIATE-CALCO-BRIVIO
Oliveri Tindari		S12037	14	38.128346	15.056573	OLIVERI TINDARI
Olivetta San Michele		S04480	2	43.878345	7.535066	OLIVETTA SAN MICHELE
Olmeneta		S01905	1	45.231099	10.03194	OLMENETA
Olmi Spercenigo		S02760	12	45.679467	12.338101	OLMI SPERCENIGO
Olten		S01150				OLTEN
Omegna		S00010	3	45.87179	8.413291	OMEGNA
Omegna Crusinallo		S00008	3	45.898138	8.413929	OMEGNA CRUSINALLO
Omignano Salento		S11708	18	40.252688	15.134406	OMIGNANO SALENTO
Ora		S02031	9	46.36092	11.296781	ORA
Orbetello		S08004	13	42.450615	11.248972	ORBETELLO
Orciano		S06022	13	43.500263	10.477566	ORCIANO
